0,0.054138,0,4.8506e-05,0,7.4044e-06,0,0.00070347,0,0,0.00044864,0,2.9119e-05,0.0067835,0,7.9137e-05,0,0,0,0,0,0,0,0.00098238,0,0.0012459,0.04085,3.7388e-06,0,0,0,0.0066217,0.0031484,0.031831,2.4013e-06,0,0.00013313,0.044382,4.4195e-06,0,0.022725,0,0,0,7.9753e-06,0,0,0,0,0,0,0.02447,0,0.007794,0,0,5.6727e-06,0,6.8712e-06,0,6.5276e-06,0,9.5127e-06,0,0.00067879,0,0,4.029e-05,0,4.3641e-05,9.7102e-05,0,0,0,0,8.7877e-05,0,0,0,0,0.089833,0.00070253,0.00081309
0.054138,0,0,0.0013628,0.0017799,0.041257,0.029462,9.7159e-06,5.157e-06,0,8.4019e-05,0.00056793,6.8255e-06,0.00076751,0,0,0,0.0090409,0,0.077648,0,1.3386e-05,1.7737e-06,0.049778,0,0.0061311,0,0,0,0,0,0.0079767,1.6283e-06,0,0.012567,0.091075,0,0.0023662,0,0,0,0.067855,0,5.3979e-07,0,0,0,0,0,0,0,0.00060485,8.7736e-06,0,5.5061e-05,0.025157,0,0,9.2354e-05,0.0065131,0.036554,0,0,0,0.031153,0.0034988,0,5.5785e-05,0,0,0,2.3802e-06,0.016908,0,0,0,0.066033,0,5.4923e-06,0.0005766,3.6687e-05,0,0
0,0,0,0.0077524,7.8759e-05,0,0.00061715,0,0,0.02594,0,0,0,0.00020622,0.00047858,0.08512,8.1584e-05,8.2267e-05,0.043847,9.4164e-06,0,0,0.050581,0.0046633,0,0,0,0,8.0103e-05,0,0,0.00041921,0.0067242,0,0.0041147,0.00062028,0,0,0,0,0.095563,3.3077e-05,4.855e-05,0,0,0,0.085697,0.0049966,5.5452e-06,0,0,0,0,0.097455,0,0.0038033,0,0,0,0.0053244,0,0,0,8.9528e-05,0,0,0.00051288,0,0.00027446,0,0.0016952,0.0051425,0,0,0,0,0,0,0,0,0.00073149,0,0.086319
4.8506e-05,0.0013628,0.0077524,0,0,0,0,0,0,0,0,0,0,0,0,0.061917,0,0.00069628,0,0,0,0,0.0061905,0,0,0.00090709,0,0,0,0,0,0,0,0,0,0,0,0.00035024,0,0,2.192e-05,4.8452e-05,0,0,0,0.005564,0,0,0,0.00016586,0,0,5.4452e-06,0,5.5819e-06,0,0,0,9.874e-06,0,0,0,0.0027335,3.9279e-05,8.1034e-06,0,0,0.0055792,0,0.042633,0,0.00099254,0,0.00082015,0.00097505,0,0.015676,0,0.071169,0,0,0,0
0,0.0017799,7.8759e-05,0,0,0,0.071243,0,2.547e-07,0,3.299e-06,0.0035099,0.0095434,4.4649e-05,0.030413,0,0,0,9.9467e-05,0,0,0.00054494,0,7.6023e-05,0,6.5868e-05,1.5226e-05,0,0,0,0,9.892e-05,3.9243e-05,0,0,0.00041636,0.078975,0,0.00048357,0,2.14e-06,0,0,0.00039193,0,0,0,0.056005,2.2973e-05,0,0,0.009864,0.087509,0.0032228,0,0,1.764e-06,0,0,0,0,0,0.00015968,0,0,1.0941e-06,0,0,0.054316,0,0,0,0,0.033283,0,0.00084799,7.6632e-05,0,0.00053787,0,0.023002,0,0
7.4044e-06,0.041257,0,0,0,0,0,7.9153e-06,0,0.0041168,0,0,0,0.00013342,0,0,0,0,0.0003635,2.9539e-05,0,4.3022e-05,0,0.000932,0,0,0,0,0.0028037,0,0,0,0.00028965,0,0.0023241,0,0,0.0049565,0,0.092021,0,2.1812e-05,0,0.00307,0,0.076399,9.5829e-05,0,0.00067632,0,1.9526e-07,0,0.0044331,0,0,0,0,0.023399,0,0.00017879,0,0,0,0,0,0,5.4495e-05,0.063247,0,0,1.7211e-05,0,8.1337e-06,0,0.0051367,0,0,4.3601e-06,0,0,0,0.00074553,0
0,0.029462,0.00061715,0,0.071243,0,0,0,8.3889e-06,0.0078387,0,0.0033695,0.0077665,0,0.0018133,0,0,0,0,0,5.8228e-05,0,1.796e-05,0,0,0,0.0032629,0,0,0,0,0,0,0.00094166,3.7342e-06,0,0.0055475,0,0,0,0,0,0,0,0,0,0.00018791,0,0,0.0083339,0,8.0989e-06,0,0,4.2579e-05,0,0,0.05986,0,8.671e-05,0,8.0798e-05,0,0,0,0,0,0.022255,0,0,0,0,0,0,0,0.0008936,0,0,0,0,0.00077659,0,0
0.00070347,9.7159e-06,0,0,0,7.9153e-06,0,0,0,0.072349,0,0,0,0,0,0.063164,0,0.0097606,0,0,0.0069048,0.0020204,0,0.007559,0,0,0,0,0.0009829,9.623e-05,0,0,0.00012926,0.083153,0.044252,7.2015e-06,0,0,0.047511,0,0,0,1.9862e-05,0,0.00051655,0.0070559,0,0,0.0064404,0.00089583,2.9062e-05,0.00057123,0,0.00013999,0,0,0.0019202,0,0,9.2253e-05,0.0010859,0,0,0.00035967,0,0,0.060491,0,0,0.029336,0,0,0,0,0,0,1.1225e-05,0.072213,6.7542e-06,0,0,0,0.0098173
0,5.157e-06,0,0,2.547e-07,0,8.3889e-06,0,0,0,0.0016329,0,0,0,0.00053334,0.0028188,0.00060824,0,0,0,3.1131e-06,0,0.00056493,0,2.5571e-05,0.00092252,0,0,0,0.079412,0.00856,0,0.0003195,0.0029329,0,0,0,0,0,0.0066339,0.00076486,4.1443e-05,0,0.076032,0.01567,0,0,0,0,0,0.00099384,0.00047223,0.00097887,0,0,0,0,0,0,0.0021575,0.0074793,0,3.7653e-06,0,0.0001722,0,6.1651e-06,0,0.035025,0,1.5061e-06,0.0095625,0.030423,0,0.00040928,0.072312,0,0.0082474,0,0.00023153,5.2758e-05,1.3334e-05,0
0,0,0.02594,0,0,0.0041168,0.0078387,0.072349,0,0,0.053626,0,0,0,0,0,0.00058672,0,0,0,0,0,0,0.00047737,3.8334e-05,0,0,0,0,2.0555e-05,0.00019985,0,3.211e-06,2.7761e-06,0,0,0.079211,0,0,0,0.001942,0,0,9.0934e-05,0,0,0,0.084136,0.0041871,0.00045341,7.6807e-05,0,9.1175e-06,0,2.8948e-05,0.00056132,0,0.017543,0.0088393,0,0,0.050167,0,0.00026496,0.00087691,0,0,0,9.6856e-06,0,0,6.37e-06,0,0,6.3156e-05,0,0.0092492,0,0.048358,0,0,0.00066057,0
