0,0,9.473e-06,0,0,0,0,0.070413,3.2019e-05,0,0,0,0,0,0.00030433,0.0058487,0,0,0.0048098,6.8441e-06,0,2.6097e-06,8.9911e-06,4.4179e-06,0,0,0,0.045176,7.3745e-06,0,0,0,4.8636e-05,0,0,0,0.019566,0.062974,0,0,0,0,0.043087,1.0811e-05,0.078569,9.6097e-06,8.0406e-06,0,0,0,0,0.053318,6.2742e-05,0,4.5373e-05,0,0,0,9.8561e-05,0.0001447,8.8861e-05,8.9523e-06,0.00087721,0.0078463,0,0.0055939,9.582e-06,0,1.8368e-05,0.00010285,0,0.033792,0,0,0,7.941e-06,8.2304e-06,0,0,0,0.033516,0.029004,0
0,0,0.0057056,0,0.078553,0,0,0.064013,0.0070007,0,0.00049339,0.0074736,0,0,0.029487,0,0,0,0,0,0,0,0,0,0,0,0.023777,0,0.00048635,0,0.013676,0,0,6.7326e-05,0,0,0,0,0,0,0,0.00034088,0,0.070699,0,0,0,6.2905e-05,0,7.3032e-06,0,0,1.1406e-06,0.034312,4.3082e-06,0,0,0,0.0057269,0,0,9.9871e-05,0,0,0,0,0,0,0,1.3111e-06,0,7.1319e-05,0,0.00098709,0,0,0.00051676,0,0.00076232,4.9662e-06,0,0.013457,0
9.473e-06,0.0057056,0,0,0,9.314e-06,0,0,0,0.00077104,0.00053305,6.2214e-06,0,0,0,0.093237,0,0,0,0,0,0,0,0.091035,0,0,0,0,0.05095,0,0,0,9.5478e-06,0,0,0,0.0054987,0,0.00013815,0,0,0,0,0,0.00089154,5.2018e-06,0,0.00012581,0.045523,0.00051369,5.2969e-05,0.064443,0,0,0,0,0,0.0092627,0,0.011439,0,0,0.0040665,6.6034e-05,0,0.0045554,5.3686e-06,0,0.00088467,8.3083e-06,0.00020868,0,0,0,0,0,0,0,0,0,8.2105e-05,0.00088554,3.6711e-06
0,0,0,0,0,0.0046881,0,0,0,0,5.2151e-06,0,0,3.8237e-05,0.00034945,0,0,0,0,0,0.00082896,2.0745e-06,0,3.8661e-06,0,0.00080978,2.0334e-06,0,0,0.0077397,0,0,0,0,0,0.048777,0,0,0.0071378,0.0087131,0,7.7981e-06,0,0,0,0,0,0.0056882,0.00098311,0.0069244,0,0,0.055788,0,0.00016333,0,0,0,0.0015237,0,0,0,0.0062405,0,0,0,0,0,0.085313,0,0,0,4.5865e-06,0,0,0,0,0.00019255,0.0057557,0,1.801e-06,0,0.0001867
0,0.078553,0,0,0,8.7027e-05,0.0077559,0,0,0.0099311,6.6582e-06,0,0,0,0,0,0.0040143,0,0,0,0,0,0,0.0023176,0,0,0,0,0,7.6285e-06,0,0,5.6857e-06,0,4.5894e-06,0,0,7.4223e-06,0.0053723,3.1044e-05,0,0,0.00016904,0.0065505,0.029686,0,0,0.065094,0,0.0085765,0.084503,0,0,0,0,0.00059036,0.00067427,0,9.2736e-06,1.8348e-06,0.02276,0.00026114,0,0.07879,9.5225e-05,0.0091058,0,0,0,0.00052299,0.00071089,0,0,1.2784e-05,0.00093663,9.1134e-05,0,8.2726e-05,0,0.00044202,0,0,0.00059537
0,0,9.314e-06,0.0046881,8.7027e-05,0,0,0,0,3.3699e-06,0,0,0,0.0011048,0,0,0,0.012271,0,0.007227,2.8133e-06,0,0,0,0,0,0.00030093,0,0,0.00052684,0,0,0,6.9198e-06,0,0,0.015981,0,0,0,0,0,0,0.0072101,0,0,0,0.00034293,0,0.00079772,0,0,9.3555e-08,0,0.097916,2.923e-06,0.0099602,0,0,0.0046002,5.0097e-05,0,0,0,0,0.017121,0.00064024,7.3877e-06,1.2017e-05,0,1.7194e-06,9.4363e-05,0,0.07738,2.0546e-06,0,0.00093252,0,0,0,0,0,1.5278e-06
0,0,0,0,0.0077559,0,0,0.00050514,4.5237e-06,0,0,0,0,0,0,0.00032233,0.057927,0.00064058,0.0019,0,8.2078e-05,0,0,0,0,0.034996,7.6861e-06,6.1599e-05,0,0.0019646,3.3199e-05,0,0,0.0069301,0,0,0.0037645,0,0,1.2648e-06,0,0.067543,5.3655e-05,0,3.3423e-06,0,0,2.1426e-07,7.7285e-06,0,0.00096848,0,0,0,5.1488e-05,2.9161e-06,0,0,0,0,4.9989e-05,0,7.6244e-06,0,5.5617e-05,6.3787e-05,7.136e-06,0,0.0068163,4.7817e-06,0,9.3774e-06,0,0.030392,0,0.099449,0,0,2.7106e-05,0.026147,9.1191e-05,0,0
0.070413,0.064013,0,0,0,0,0.00050514,0,3.5877e-06,0,1.6087e-05,0.00053778,0.00058548,0.0116,0,0.078994,0,3.0595e-06,0.0089612,0,7.1341e-07,0,0,0,0,0.00081338,9.1527e-05,0,0,0,0,0.0013261,5.827e-06,0.055137,0,0.0023801,0,0,0,3.8068e-06,0.0053507,0.080678,0.00081116,0,0.0004314,0.00013122,0,0,0,0.0025944,0,5.5076e-06,0,0,0,0,0,0,0,0,0,0,0.0021322,0,0.00061051,0.060011,3.7672e-06,0,0,0.00038782,0.00086444,0,0.052416,0.00070678,4.6345e-05,0.091195,0,0,0,0,9.976e-06,4.3552e-06,0
3.2019e-05,0.0070007,0,0,0,0,4.5237e-06,3.5877e-06,0,0,0,0,0,0,0.0092194,0,0.00016325,7.9766e-06,0.003372,0,0.045464,0.0048202,0.00016347,0.043711,4.9749e-05,0,0,0.00096742,0,7.0825e-06,7.9345e-05,0,0.088384,0,3.3306e-05,0,0,7.7531e-06,0.046501,0,0,0,0.0024074,0.08496,0,0.00043463,0.0008124,0,0,5.2282e-06,0.048875,0,0.00025557,0,0,0,0.004777,0,0,0.00022171,2.3131e-06,0,0,0,0,3.6607e-06,0,0,0,0,0,0,0,0.00017449,0,8.5611e-05,0,0,0,0,0,0,0
0,0,0.00077104,0,0.0099311,3.3699e-06,0,0,0,0,7.562e-06,0,0,0.00076859,0,0,0,0,6.0652e-05,0,7.2384e-05,0.0065511,0.00056458,0.086765,0.00015233,0.036567,0,0.0053788,0,0,0,0.00085035,0,0.00070481,0,0.074257,0,0,8.2762e-05,1.5901e-06,0,4.1805e-06,0.018696,0,0.0082133,0.0027056,6.1104e-05,0,0,0,0,7.8362e-05,0,0,0.0055994,0,0.0045288,0,0,0,0,0.0084541,1.405e-06,0,0,0,0,0.0050321,0,0,0.00093635,0,0.04799,2.7184e-06,9.0647e-05,0,3.7232e-06,0,0,2.4634e-05,3.5252e-06,5.4372e-05,0
